@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute inputs-106 numeric
@attribute inputs-107 numeric
@attribute inputs-108 numeric
@attribute inputs-109 numeric
@attribute inputs-110 numeric
@attribute inputs-111 numeric
@attribute inputs-112 numeric
@attribute inputs-113 numeric
@attribute inputs-114 numeric
@attribute inputs-115 numeric
@attribute inputs-116 numeric
@attribute inputs-117 numeric
@attribute inputs-118 numeric
@attribute inputs-119 numeric
@attribute inputs-120 numeric
@attribute inputs-121 numeric
@attribute inputs-122 numeric
@attribute inputs-123 numeric
@attribute inputs-124 numeric
@attribute inputs-125 numeric
@attribute inputs-126 numeric
@attribute inputs-127 numeric
@attribute inputs-128 numeric
@attribute inputs-129 numeric
@attribute inputs-130 numeric
@attribute inputs-131 numeric
@attribute inputs-132 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
1991,'2018/04/20 14:20:58:433',14,-14.392382,-6.714553,-13.665697,-1.477799,-12.604204,3.695364,-11.818929,8.825931,-11.027789,13.731798,-9.272362,17.806999,-6.348092,20.843348,-2.812768,22.772093,1.163917,23.060751,6.716022,21.787336,11.912374,19.128542,16.538717,15.619128,20.554922,11.33922,23.188868,6.509657,24.436033,1.614995,24.847939,-3.270404,25.036106,-8.170762,-17.536352,-13.419982,-15.762274,-15.530061,-13.209476,-16.467695,-10.463976,-16.447815,-7.712285,-15.790446,2.28597,-16.603504,5.461334,-17.612106,8.820498,-18.04985,12.169148,-17.581467,15.03712,-15.866239,-2.295835,-11.135827,-2.882522,-8.113358,-3.489523,-5.107878,-4.052427,-2.122448,-5.108402,0.765638,-3.747847,1.194251,-2.327148,1.326276,-0.38436,0.928213,1.484904,0.245954,-13.759604,-8.966599,-12.020353,-10.07757,-9.915716,-10.458393,-7.875576,-10.010009,-9.772308,-9.327724,-11.797712,-8.975855,5.3076,-11.002133,7.285168,-11.73333,9.509746,-11.704868,11.51784,-10.8593,9.445132,-10.556393,7.331331,-10.598021,-7.71294,8.610271,-6.15217,6.91434,-4.09543,5.758855,-1.801198,5.87468,1.327054,5.284787,4.463768,5.971492,7.411358,7.315108,5.121774,9.126495,2.209542,10.153,-0.821628,10.636192,-3.218129,10.641463,-5.633935,10.050562,-3.7762,7.781022,-1.422387,7.795657,2.079614,7.25814,2.387762,7.475402,-1.038905,7.919197,-3.50983,7.990808,0,1,0.5
1992,'2018/04/20 14:20:58:482',14,-14.26328,-6.710854,-13.534756,-1.499466,-12.481289,3.645089,-11.698311,8.755812,-10.899214,13.657708,-9.174166,17.734907,-6.287489,20.767925,-2.778357,22.703142,1.157637,23.025345,6.700386,21.731882,11.891156,19.075617,16.530003,15.567905,20.566486,11.283878,23.22263,6.449107,24.477243,1.564457,24.877857,-3.298816,25.035183,-8.178537,-17.586067,-13.408487,-15.861906,-15.585333,-13.30487,-16.547506,-10.54357,-16.514929,-7.782142,-15.832376,2.253853,-16.686304,5.446457,-17.724316,8.828295,-18.180532,12.194522,-17.689058,15.031921,-15.898433,-2.325556,-11.108275,-2.908794,-8.147711,-3.517308,-5.20359,-4.092409,-2.281919,-5.129984,0.72937,-3.758882,1.14591,-2.33313,1.270681,-0.384402,0.869542,1.492885,0.188607,-13.968584,-8.780214,-12.208379,-10.132252,-9.955275,-10.499516,-7.82874,-9.790244,-9.79842,-8.931109,-11.93733,-8.572106,5.167773,-10.786437,7.150616,-11.799736,9.556182,-11.828412,11.659827,-10.763466,9.529981,-10.217462,7.287962,-10.236178,-7.718483,8.592942,-6.148043,6.908285,-4.098376,5.744187,-1.802164,5.851796,1.342322,5.255071,4.498164,5.934863,7.469722,7.253886,5.17923,9.122573,2.246473,10.205155,-0.813904,10.722796,-3.239349,10.707573,-5.65729,10.074696,-3.793946,7.704595,-1.420533,7.724165,2.123431,7.164149,2.46447,7.554719,-1.005676,8.055816,-3.529629,8.090294,0,1,0.5
1993,'2018/04/20 14:20:58:501',14,-14.456443,-6.969838,-13.755735,-1.730085,-12.711101,3.447693,-11.936365,8.598125,-11.143297,13.548372,-9.379762,17.67861,-6.434372,20.756229,-2.871953,22.718018,1.124645,23.052019,6.667288,21.793566,11.877109,19.158171,16.523129,15.665322,20.56201,11.38271,23.207613,6.534534,24.459154,1.628534,24.870617,-3.257206,25.055492,-8.159269,-17.560919,-13.414175,-15.797965,-15.522027,-13.246027,-16.452724,-10.49861,-16.419579,-7.745262,-15.755601,2.308438,-16.544836,5.490738,-17.559565,8.854296,-18.006319,12.206738,-17.542217,15.070062,-15.823794,-2.287808,-11.074134,-2.867966,-8.07331,-3.46706,-5.088466,-4.021916,-2.124575,-5.158615,0.791567,-3.763774,1.243981,-2.305667,1.388559,-0.324603,0.976603,1.573365,0.267902,-13.79815,-8.934999,-12.063738,-10.060701,-9.950944,-10.436086,-7.907867,-9.971897,-9.803241,-9.272014,-11.832862,-8.92267,5.336955,-10.939979,7.313292,-11.686818,9.548833,-11.660738,11.565568,-10.801021,9.490493,-10.475294,7.367738,-10.517012,-7.707705,8.602636,-6.140106,6.906548,-4.071573,5.759194,-1.762065,5.889693,1.374542,5.291377,4.519631,5.974598,7.46887,7.321805,5.169653,9.133574,2.243339,10.152576,-0.790389,10.631472,-3.189182,10.632557,-5.613039,10.046049,-3.735678,7.795528,-1.377428,7.833408,2.108283,7.279953,2.408485,7.456214,-1.003098,7.896591,-3.471763,7.962759,0,1,0.5
1994,'2018/04/20 14:20:58:549',14,-14.323936,-6.734673,-13.612759,-1.552106,-12.571394,3.564333,-11.798675,8.653708,-10.998335,13.557158,-9.281233,17.663153,-6.395642,20.730616,-2.871776,22.692158,1.078789,23.049446,6.632726,21.780586,11.842801,19.152212,16.494293,15.648945,20.521084,11.344865,23.148342,6.473824,24.394867,1.54837,24.80735,-3.35492,24.970072,-8.275977,-17.534973,-13.479877,-15.817313,-15.636874,-13.268673,-16.576357,-10.521762,-16.52841,-7.781135,-15.83834,2.347186,-16.709019,5.540138,-17.759069,8.922265,-18.225155,12.288707,-17.733797,15.117539,-15.936068,-2.298906,-11.066474,-2.868396,-8.117637,-3.462738,-5.184942,-4.025723,-2.274855,-5.102115,0.755363,-3.733422,1.176053,-2.308234,1.306885,-0.363152,0.905625,1.513363,0.226681,-14.011796,-8.752342,-12.247434,-10.135959,-9.970347,-10.495042,-7.837645,-9.750895,-9.815375,-8.859923,-11.970973,-8.502295,5.248432,-10.745906,7.237935,-11.800929,9.674874,-11.831048,11.795612,-10.734667,9.656907,-10.148845,7.387353,-10.164628,-7.639211,8.612398,-6.094012,6.912312,-4.065704,5.739214,-1.787442,5.854932,1.328016,5.267026,4.45305,5.976847,7.389365,7.319977,5.094782,9.141319,2.183706,10.187104,-0.837683,10.689426,-3.220426,10.669062,-5.601907,10.058747,-3.739547,7.705923,-1.414057,7.737944,2.062472,7.188866,2.380314,7.541715,-1.018311,8.021467,-3.487396,8.053079,0,1,0.5
1995,'2018/04/20 14:20:58:566',14,-14.445151,-7.060396,-13.744761,-1.81833,-12.695451,3.361578,-11.902237,8.516303,-11.106783,13.47427,-9.355047,17.631565,-6.43224,20.759819,-2.887682,22.771355,1.109732,23.130512,6.649327,21.86858,11.853695,19.223898,16.487854,15.71782,20.527966,11.429627,23.198221,6.580563,24.463785,1.672763,24.893929,-3.211524,25.097046,-8.11358,-17.562634,-13.368428,-15.811284,-15.524082,-13.238205,-16.483421,-10.460601,-16.448187,-7.676872,-15.770957,2.355575,-16.558327,5.546063,-17.572502,8.917857,-18.013288,12.272752,-17.530003,15.128892,-15.784184,-2.253966,-11.104778,-2.842725,-8.09932,-3.445632,-5.108823,-4.002611,-2.1389,-5.175556,0.799147,-3.772478,1.26898,-2.302909,1.4225,-0.315936,1.011076,1.586644,0.295359,-13.733935,-8.96084,-11.998225,-10.080708,-9.883684,-10.456881,-7.832365,-10.000447,-9.729587,-9.301934,-11.761685,-8.952147,5.315553,-10.93373,7.299588,-11.670196,9.534248,-11.637136,11.548645,-10.772532,9.470835,-10.455181,7.346742,-10.503186,-7.676224,8.559794,-6.133843,6.883638,-4.086502,5.754878,-1.798959,5.901636,1.311693,5.30829,4.429793,5.997177,7.349687,7.34779,5.068273,9.144938,2.160769,10.153916,-0.852121,10.626024,-3.224481,10.609518,-5.612546,10.005663,-3.743512,7.780909,-1.423448,7.832689,2.022824,7.29197,2.321328,7.46172,-1.054514,7.896612,-3.48055,7.940789,0,1,0.5
1996,'2018/04/20 14:20:58:615',14,-14.256668,-6.587165,-13.533585,-1.418101,-12.478698,3.684572,-11.696061,8.747885,-10.898746,13.604857,-9.202163,17.664438,-6.355128,20.709986,-2.882582,22.669365,1.035618,23.017679,6.59972,21.772051,11.822035,19.160021,16.482294,15.67159,20.530609,11.393771,23.192867,6.551641,24.456799,1.643042,24.880705,-3.251703,25.060221,-8.163187,-17.560116,-13.406383,-15.83344,-15.602047,-13.263206,-16.571291,-10.490385,-16.536222,-7.721314,-15.851221,2.297603,-16.708105,5.508852,-17.750969,8.908626,-18.207291,12.290421,-17.706413,15.135694,-15.900143,-2.275321,-11.150922,-2.852427,-8.182618,-3.454219,-5.230783,-4.02326,-2.300488,-5.147342,0.7427,-3.753442,1.18443,-2.296112,1.318902,-0.327748,0.912395,1.567157,0.212266,-13.972665,-8.795396,-12.202405,-10.145694,-9.942251,-10.511971,-7.811268,-9.812595,-9.788262,-8.958278,-11.933831,-8.595963,5.219357,-10.790887,7.220409,-11.801646,9.636553,-11.824619,11.749178,-10.759356,9.606229,-10.223573,7.351969,-10.246125,-7.690695,8.570471,-6.134819,6.88594,-4.097623,5.733882,-1.825076,5.852014,1.296103,5.2716,4.426546,5.970926,7.364686,7.309236,5.060377,9.126277,2.137449,10.162305,-0.8958,10.652061,-3.278111,10.63018,-5.654767,10.014822,-3.800618,7.685859,-1.466633,7.715504,2.033618,7.180326,2.353346,7.532566,-1.070015,8.004104,-3.545286,8.031925,0,1,0.5
1997,'2018/04/20 14:20:58:633',14,-14.389374,-7.007412,-13.697507,-1.76302,-12.65377,3.419469,-11.86838,8.570057,-11.079036,13.515998,-9.342332,17.658133,-6.430746,20.768967,-2.889782,22.76026,1.099906,23.10627,6.644595,21.835886,11.850609,19.190264,16.494602,15.690866,20.548216,11.413315,23.232292,6.574407,24.508471,1.668883,24.935968,-3.219808,25.136923,-8.126019,-17.490437,-13.408375,-15.742889,-15.53852,-13.192543,-16.482756,-10.444506,-16.446712,-7.692122,-15.771667,2.370253,-16.579,5.542954,-17.590136,8.89829,-18.029835,12.237806,-17.552214,15.083015,-15.820054,-2.271913,-11.088137,-2.870461,-8.090258,-3.484127,-5.107692,-4.052618,-2.14564,-5.16987,0.781461,-3.788565,1.243398,-2.340365,1.394741,-0.367121,0.986479,1.525198,0.279841,-13.777621,-8.949338,-12.034879,-10.070655,-9.914973,-10.450993,-7.865155,-9.996163,-9.766376,-9.287655,-11.803729,-8.936515,5.354765,-10.949917,7.344461,-11.68662,9.587103,-11.651452,11.604743,-10.78683,9.52334,-10.464089,7.390176,-10.510964,-7.601996,8.571013,-6.08681,6.899023,-4.073744,5.768164,-1.824322,5.910253,1.262179,5.319795,4.356609,6.0086,7.256032,7.352737,4.999885,9.14448,2.122729,10.159543,-0.867846,10.637577,-3.214282,10.619967,-5.572101,10.013553,-3.7156,7.780212,-1.444313,7.827986,1.970591,7.290092,2.272175,7.47363,-1.065807,7.917364,-3.453391,7.955257,0,1,0.5
1998,'2018/04/20 14:20:58:664',14,-14.224505,-6.931136,-13.54272,-1.71846,-12.520214,3.430872,-11.75563,8.545095,-10.974896,13.462624,-9.287168,17.59481,-6.426342,20.700039,-2.912301,22.696543,1.045541,23.066996,6.608328,21.807127,11.832736,19.189554,16.506981,15.703588,20.566994,11.419848,23.235865,6.563139,24.500582,1.63278,24.914305,-3.283352,25.085773,-8.217145,-17.433699,-13.461008,-15.728224,-15.623604,-13.193707,-16.571001,-10.460835,-16.5242,-7.734378,-15.831393,2.380621,-16.694172,5.557606,-17.726482,8.922616,-18.175274,12.268741,-17.674179,15.085033,-15.880337,-2.294033,-11.084014,-2.883562,-8.132401,-3.494057,-5.196524,-4.070972,-2.282312,-5.124123,0.737354,-3.768169,1.164673,-2.352625,1.300766,-0.410018,0.906648,1.465713,0.233245,-13.95155,-8.801365,-12.175431,-10.136496,-9.914189,-10.497643,-7.787386,-9.80237,-9.764856,-8.941282,-11.912125,-8.586251,5.242466,-10.760985,7.244492,-11.761693,9.662159,-11.776978,11.776828,-10.717548,9.636335,-10.173603,7.37487,-10.197033,-7.570312,8.572822,-6.064615,6.896244,-4.079008,5.744325,-1.85038,5.870471,1.231176,5.294021,4.322841,6.005165,7.226194,7.346734,4.973545,9.175258,2.097028,10.236699,-0.904877,10.73814,-3.258701,10.698411,-5.589438,10.046903,-3.762623,7.697287,-1.47866,7.731215,1.978724,7.201554,2.305162,7.590838,-1.071689,8.078179,-3.508551,8.080244,0,1,0.5
1999,'2018/04/20 14:20:58:703',14,-14.358163,-7.029038,-13.662384,-1.778103,-12.619403,3.410065,-11.843441,8.566355,-11.065935,13.520127,-9.331963,17.665936,-6.416588,20.774176,-2.873567,22.760086,1.116187,23.094208,6.652711,21.82115,11.856186,19.179964,16.502995,15.692276,20.556122,11.423195,23.232666,6.589562,24.513409,1.689286,24.952118,-3.195606,25.167248,-8.099297,-17.462093,-13.426542,-15.710858,-15.544033,-13.169765,-16.485872,-10.430944,-16.457325,-7.685859,-15.788465,2.401845,-16.601681,5.57223,-17.597271,8.923668,-18.020086,12.257214,-17.529991,15.101077,-15.79591,-2.284204,-11.090516,-2.89108,-8.090829,-3.513726,-5.107097,-4.091254,-2.143926,-5.093935,0.767661,-3.766985,1.192629,-2.383097,1.332806,-0.458776,0.946082,1.39847,0.285678,-13.750276,-8.963108,-12.00944,-10.06999,-9.899268,-10.451266,-7.855377,-10.010351,-9.751546,-9.313851,-11.781897,-8.963065,5.363774,-10.959651,7.35396,-11.677997,9.588169,-11.634652,11.600821,-10.778668,9.521255,-10.475021,7.393716,-10.526089,-7.634175,8.604753,-6.114492,6.930295,-4.103676,5.783611,-1.849978,5.921273,1.240023,5.334795,4.338742,6.039693,7.254457,7.385491,4.98377,9.156273,2.102295,10.155343,-0.883319,10.630652,-3.228843,10.618007,-5.593848,10.027472,-3.765326,7.797251,-1.470067,7.836182,1.976908,7.30199,2.280647,7.482741,-1.086676,7.919074,-3.497571,7.968751,0,1,0.5
2000,'2018/04/20 14:20:58:732',14,-14.167147,-6.627476,-13.457037,-1.410127,-12.418929,3.739939,-11.644266,8.843184,-10.856951,13.724821,-9.152239,17.78475,-6.277811,20.80512,-2.769381,22.721466,1.166028,23.017357,6.732909,21.724342,11.941735,19.080797,16.597563,15.581407,20.63825,11.300123,23.28973,6.462508,24.536692,1.557446,24.925589,-3.337457,25.073009,-8.247144,-17.474621,-13.492697,-15.769015,-15.647043,-13.243741,-16.586723,-10.524261,-16.541958,-7.811121,-15.851368,2.325017,-16.747532,5.496141,-17.785891,8.858118,-18.243572,12.204636,-17.745783,15.022337,-15.945251,-2.354104,-11.073955,-2.951224,-8.144691,-3.572806,-5.231846,-4.162161,-2.340999,-5.133237,0.716111,-3.792621,1.117321,-2.398642,1.235438,-0.469011,0.844375,1.396763,0.183753,-13.938789,-8.768407,-12.179594,-10.127739,-9.922958,-10.49108,-7.802351,-9.765847,-9.770209,-8.880763,-11.911829,-8.524903,5.186028,-10.777905,7.16254,-11.809075,9.571152,-11.836163,11.669501,-10.76043,9.548445,-10.18544,7.300626,-10.199009,-7.583865,8.613022,-6.078738,6.926469,-4.09992,5.748941,-1.869656,5.852279,1.223358,5.266304,4.329782,5.969762,7.262012,7.294586,5.008167,9.122457,2.125108,10.183701,-0.881697,10.695525,-3.243636,10.683089,-5.59023,10.063046,-3.753736,7.701657,-1.484904,7.709151,1.978841,7.172262,2.316587,7.557911,-1.068822,8.04727,-3.49222,8.081808,0,1,0.5
2001,'2018/04/20 14:20:58:768',14,-14.397099,-7.10831,-13.720467,-1.860754,-12.692601,3.324818,-11.912333,8.487347,-11.102056,13.459925,-9.334847,17.627605,-6.393806,20.749413,-2.826434,22.745281,1.178511,23.096195,6.708611,21.802759,11.91694,19.160959,16.575653,15.667951,20.628416,11.372872,23.291761,6.504946,24.554499,1.579916,24.960566,-3.318954,25.145145,-8.23493,-17.419243,-13.440557,-15.678433,-15.535401,-13.147265,-16.455898,-10.420826,-16.413017,-7.691725,-15.734998,2.359573,-16.547972,5.526032,-17.563456,8.875036,-18.007936,12.208838,-17.540489,15.052632,-15.826876,-2.311461,-11.042809,-2.91009,-8.038311,-3.526379,-5.049319,-4.100051,-2.082542,-5.196601,0.763868,-3.827501,1.21337,-2.397798,1.363607,-0.427819,0.958249,1.47232,0.266055,-13.763874,-8.920536,-12.008879,-10.047853,-9.872189,-10.420121,-7.807388,-9.953926,-9.724016,-9.246295,-11.777136,-8.894958,5.342485,-10.911654,7.345266,-11.661684,9.60682,-11.625643,11.639836,-10.752714,9.543336,-10.423265,7.392877,-10.46799,-7.616052,8.604227,-6.123497,6.911375,-4.115415,5.765557,-1.856242,5.909962,1.239529,5.314869,4.343129,6.020956,7.242331,7.384555,4.980107,9.171134,2.100337,10.185793,-0.885704,10.671386,-3.233603,10.652685,-5.593029,10.046759,-3.77284,7.784612,-1.477668,7.829094,1.975026,7.285311,2.274923,7.500218,-1.097436,7.956501,-3.508164,7.988608,0,1,0.5
2002,'2018/04/20 14:20:58:816',14,-14.13665,-6.561852,-13.429761,-1.380553,-12.386045,3.733932,-11.610828,8.808324,-10.828605,13.671448,-9.142486,17.728859,-6.309112,20.77504,-2.84707,22.727869,1.061484,23.055412,6.605693,21.780392,11.794424,19.130373,16.429132,15.626856,20.479551,11.361461,23.170898,6.545465,24.458181,1.667452,24.888048,-3.197681,25.074974,-8.078888,-17.460119,-13.561389,-15.744514,-15.689666,-13.218106,-16.617207,-10.499483,-16.571142,-7.783376,-15.88894,2.335103,-16.725809,5.518767,-17.754066,8.888829,-18.207211,12.242284,-17.719339,15.070641,-15.944488,-2.311187,-11.112585,-2.915157,-8.154163,-3.54295,-5.212206,-4.133983,-2.292547,-5.245584,0.727864,-3.842094,1.170583,-2.375975,1.304534,-0.383249,0.895634,1.534143,0.19181,-13.883992,-8.87223,-12.118823,-10.177786,-9.885703,-10.538215,-7.776175,-9.87088,-9.739944,-9.045253,-11.863572,-8.691587,5.226042,-10.845739,7.21653,-11.806719,9.593234,-11.818933,11.678172,-10.788898,9.55477,-10.28765,7.330956,-10.314551,-7.645483,8.610458,-6.137982,6.901213,-4.123198,5.729454,-1.861755,5.844769,1.26703,5.258522,4.394352,5.966944,7.318212,7.326194,5.042307,9.160611,2.140792,10.216986,-0.887776,10.719623,-3.263201,10.701955,-5.633029,10.076918,-3.796669,7.717689,-1.485095,7.734374,2.017742,7.199265,2.340151,7.555106,-1.079354,8.038419,-3.531422,8.066949,0,1,0.5
2003,'2018/04/20 14:20:58:835',14,-14.333364,-6.727907,-13.624565,-1.495575,-12.570846,3.672395,-11.782238,8.796196,-10.97972,13.691817,-9.228948,17.758581,-6.323003,20.800619,-2.804307,22.732904,1.161313,23.023058,6.680687,21.738674,11.862783,19.090944,16.492144,15.60881,20.545414,11.370371,23.238077,6.578085,24.523748,1.71739,24.950134,-3.134468,25.150896,-8.002265,-17.511408,-13.425694,-15.744591,-15.549246,-13.186143,-16.487263,-10.434985,-16.456367,-7.679815,-15.786935,2.316902,-16.601387,5.492911,-17.615965,8.853279,-18.063444,12.202824,-17.605574,15.06203,-15.890861,-2.291303,-11.106698,-2.899541,-8.118426,-3.528386,-5.147297,-4.114397,-2.197342,-5.244264,0.75156,-3.842427,1.203607,-2.376462,1.342532,-0.383059,0.934345,1.534127,0.226853,-13.80642,-8.941015,-12.043515,-10.091847,-9.89528,-10.469082,-7.821841,-9.977618,-9.751371,-9.273271,-11.815073,-8.918726,5.309031,-10.960086,7.315596,-11.736403,9.591099,-11.715306,11.633338,-10.828004,9.525884,-10.491027,7.369979,-10.531747,-7.736397,8.571072,-6.188715,6.880877,-4.137102,5.740394,-1.852843,5.865146,1.276576,5.269237,4.418022,5.944395,7.360999,7.289195,5.080103,9.121092,2.162624,10.158872,-0.869353,10.646554,-3.265435,10.646832,-5.677339,10.038864,-3.833624,7.767743,-1.474968,7.795047,2.049645,7.243777,2.36168,7.453248,-1.088383,7.907092,-3.567463,7.969252,0,1,0.5
2004,'2018/04/20 14:20:58:883',14,-14.224297,-6.878365,-13.534913,-1.658428,-12.519646,3.497367,-11.769169,8.629438,-10.973577,13.574405,-9.239738,17.701033,-6.325416,20.765404,-2.7837,22.718292,1.183064,23.046904,6.715693,21.753029,11.924607,19.123686,16.59329,15.636344,20.632557,11.334334,23.253334,6.462581,24.4842,1.547953,24.866737,-3.337297,25.020477,-8.238555,-17.427225,-13.495773,-15.701547,-15.619905,-13.164845,-16.541056,-10.433076,-16.488144,-7.70592,-15.797807,2.356868,-16.664,5.532227,-17.682953,8.890382,-18.130201,12.22987,-17.640251,15.044426,-15.869139,-2.325587,-11.04728,-2.914995,-8.110741,-3.533166,-5.19081,-4.122798,-2.294603,-5.227776,0.694156,-3.838613,1.127145,-2.394706,1.264873,-0.417363,0.860122,1.495656,0.173975,-13.849784,-8.831354,-12.107913,-10.145134,-9.887523,-10.495757,-7.787251,-9.807169,-9.731242,-8.968778,-11.84401,-8.620838,5.239137,-10.77896,7.208308,-11.76029,9.578584,-11.775892,11.651537,-10.726741,9.544931,-10.201474,7.330303,-10.225502,-7.789336,8.624256,-6.229025,6.926548,-4.176616,5.756576,-1.864654,5.875551,1.286731,5.283085,4.452081,5.990549,7.422392,7.338073,5.106437,9.168102,2.158933,10.210603,-0.888777,10.71251,-3.30826,10.698376,-5.727057,10.085163,-3.874358,7.725144,-1.496537,7.749381,2.061059,7.20036,2.390079,7.588351,-1.091469,8.074825,-3.609089,8.104886,0,1,0.5
2005,'2018/04/20 14:20:58:901',14,-14.295602,-6.772686,-13.591149,-1.525303,-12.539898,3.659574,-11.757141,8.796173,-10.972933,13.697083,-9.242334,17.771368,-6.349018,20.822723,-2.834486,22.757147,1.128568,23.047531,6.664924,21.761627,11.85506,19.105885,16.485388,15.61114,20.541916,11.365851,23.247822,6.574993,24.538889,1.711613,24.963572,-3.14636,25.166456,-8.019972,-17.518549,-13.412891,-15.752389,-15.554371,-13.185701,-16.497562,-10.427556,-16.458639,-7.667073,-15.774676,2.364023,-16.589407,5.535044,-17.605829,8.893282,-18.052542,12.239635,-17.588581,15.091578,-15.86093,-2.269631,-11.105939,-2.886749,-8.099377,-3.521694,-5.109381,-4.111723,-2.139808,-5.241835,0.736908,-3.843997,1.200356,-2.377166,1.345807,-0.385386,0.937731,1.529513,0.225735,-13.839176,-8.950064,-12.063184,-10.08361,-9.91315,-10.467888,-7.83573,-9.997849,-9.771936,-9.300416,-11.839486,-8.946034,5.340356,-10.967596,7.360953,-11.717755,9.633863,-11.687564,11.675483,-10.811715,9.562122,-10.495659,7.40302,-10.541767,-7.657503,8.529197,-6.132081,6.861403,-4.111716,5.743631,-1.872399,5.880183,1.217365,5.287036,4.322556,5.95245,7.231655,7.289204,4.987615,9.115367,2.104015,10.152322,-0.900796,10.636151,-3.262758,10.625587,-5.635255,10.003853,-3.787019,7.761364,-1.493897,7.802753,1.967153,7.258349,2.279332,7.436399,-1.10591,7.884774,-3.524449,7.933039,0,1,0.5
