@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute inputs-106 numeric
@attribute inputs-107 numeric
@attribute inputs-108 numeric
@attribute inputs-109 numeric
@attribute inputs-110 numeric
@attribute inputs-111 numeric
@attribute inputs-112 numeric
@attribute inputs-113 numeric
@attribute inputs-114 numeric
@attribute inputs-115 numeric
@attribute inputs-116 numeric
@attribute inputs-117 numeric
@attribute inputs-118 numeric
@attribute inputs-119 numeric
@attribute inputs-120 numeric
@attribute inputs-121 numeric
@attribute inputs-122 numeric
@attribute inputs-123 numeric
@attribute inputs-124 numeric
@attribute inputs-125 numeric
@attribute inputs-126 numeric
@attribute inputs-127 numeric
@attribute inputs-128 numeric
@attribute inputs-129 numeric
@attribute inputs-130 numeric
@attribute inputs-131 numeric
@attribute inputs-132 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
393,'2018/04/20 14:18:10:605',4,-20.227425,-5.609436,-19.191412,-0.314184,-17.931942,4.924475,-16.605616,10.039399,-14.748937,14.703554,-11.69313,18.461792,-7.783613,21.350275,-3.314686,23.269798,1.58094,23.504543,6.589168,22.284561,10.718335,19.222218,13.960815,15.255051,16.301796,10.774993,17.642965,6.042489,18.332832,1.260434,18.745142,-3.569012,18.781603,-8.409312,-18.045145,-14.397953,-15.709286,-16.410381,-12.680448,-17.240179,-9.534565,-17.166613,-6.442419,-16.508919,4.533691,-16.872494,7.114176,-17.693598,9.831832,-18.06477,12.565148,-17.801598,14.893276,-16.441643,-0.226917,-11.612381,-0.065076,-8.428143,0.075703,-5.263922,0.201582,-2.106412,-2.984249,0.958829,-1.229616,1.382287,0.594574,1.521449,2.205819,1.226047,3.711191,0.651999,-13.673215,-10.22899,-11.717497,-11.650349,-9.262137,-11.897076,-7.169633,-10.71363,-9.286697,-9.94794,-11.562273,-9.737019,5.685003,-11.278703,7.544948,-12.536615,9.924732,-12.625627,11.905082,-11.361068,9.931983,-10.67443,7.740504,-10.702174,-7.357307,8.532859,-4.933493,7.044307,-2.284971,6.026043,0.468191,6.202874,3.115185,5.773678,5.727096,6.51765,8.061539,7.868127,6.166927,9.814202,3.589002,10.94322,0.769804,11.330955,-2.175282,11.181845,-4.988974,10.275352,-2.421493,7.985059,0.598479,8.042508,3.52451,7.750003,3.651061,8.189794,0.67443,8.496439,-2.406696,8.456083,0,0.5,0.5
394,'2018/04/20 14:18:10:644',4,-20.213079,-5.528506,-19.167017,-0.205443,-17.89954,5.060668,-16.576883,10.200038,-14.735269,14.872396,-11.672861,18.613464,-7.745752,21.470785,-3.257648,23.33844,1.640565,23.529367,6.65906,22.29295,10.785772,19.207521,14.012257,15.213294,16.340523,10.724285,17.672644,6.001296,18.350636,1.235767,18.744537,-3.578503,18.756451,-8.401505,-18.130068,-14.374213,-15.798764,-16.408941,-12.765322,-17.254763,-9.611052,-17.192263,-6.506949,-16.541752,4.526398,-16.907707,7.103923,-17.719137,9.818377,-18.082359,12.546772,-17.812302,14.864737,-16.439219,-0.243265,-11.660624,-0.085906,-8.467495,0.049542,-5.294343,0.170794,-2.127407,-2.99522,0.963774,-1.232595,1.37305,0.597286,1.501712,2.208337,1.21227,3.714111,0.647686,-13.706976,-10.206779,-11.74147,-11.656895,-9.262999,-11.908499,-7.149884,-10.69435,-9.283403,-9.912975,-11.578391,-9.699758,5.618546,-11.265712,7.484534,-12.54879,9.880842,-12.645247,11.870358,-11.354922,9.888332,-10.649743,7.683808,-10.677102,-7.321792,8.546279,-4.905439,7.03166,-2.265554,5.994374,0.479175,6.170296,3.11749,5.731963,5.725361,6.480455,8.05632,7.85171,6.174037,9.783833,3.601728,10.889151,0.804436,11.263032,-2.122464,11.138063,-4.942219,10.268006,-2.349561,8.020286,0.626792,8.083142,3.510855,7.780986,3.625265,8.06301,0.695273,8.328547,-2.333507,8.334843,0,0.5,0.5
395,'2018/04/20 14:18:10:674',4,-20.226131,-5.68401,-19.197275,-0.38005,-17.947779,4.867771,-16.626236,10.002582,-14.768968,14.700978,-11.702077,18.484756,-7.777848,21.382469,-3.300171,23.308016,1.594985,23.556648,6.600374,22.310982,10.731733,19.228241,13.979438,15.239734,16.323742,10.730085,17.666372,5.972714,18.352526,1.187502,18.753407,-3.632179,18.779879,-8.462632,-18.034393,-14.372464,-15.720307,-16.390966,-12.703943,-17.232544,-9.563054,-17.165939,-6.471959,-16.513395,4.554689,-16.865219,7.132166,-17.676403,9.843388,-18.037043,12.563221,-17.760538,14.868023,-16.392744,-0.224281,-11.602153,-0.0668,-8.415191,0.069449,-5.247324,0.191189,-2.08738,-2.980143,0.923422,-1.229709,1.344599,0.588613,1.48713,2.193362,1.190063,3.694402,0.619632,-13.63729,-10.216295,-11.70002,-11.642019,-9.256583,-11.890825,-7.175302,-10.707593,-9.275094,-9.925838,-11.538442,-9.715489,5.694622,-11.265987,7.543091,-12.516376,9.909532,-12.599182,11.868777,-11.324292,9.909028,-10.634475,7.731616,-10.667047,-7.363042,8.536811,-4.94259,7.048496,-2.293942,6.025854,0.465697,6.211017,3.119689,5.772802,5.733476,6.520745,8.065304,7.873667,6.169714,9.817507,3.590708,10.943594,0.773648,11.336529,-2.171818,11.182585,-4.988998,10.278378,-2.395195,7.985203,0.598737,8.055804,3.500787,7.753551,3.628202,8.189381,0.677661,8.50279,-2.377037,8.452052,0,0.5,0.5
396,'2018/04/20 14:18:10:691',4,-20.262579,-5.624987,-19.242708,-0.297277,-18.002375,4.976111,-16.703136,10.125079,-14.877292,14.815494,-11.80965,18.573034,-7.860017,21.430304,-3.347311,23.293192,1.569449,23.49054,6.590408,22.276413,10.735225,19.219482,13.992897,15.254658,16.33959,10.775331,17.669735,6.044065,18.346281,1.264868,18.741798,-3.564575,18.757046,-8.404093,-18.077566,-14.364949,-15.749725,-16.39559,-12.724737,-17.243353,-9.578008,-17.184555,-6.480138,-16.542137,4.578496,-16.898678,7.15187,-17.706722,9.860501,-18.06728,12.583131,-17.795881,14.899302,-16.426203,-0.21583,-11.637567,-0.060304,-8.463596,0.074415,-5.309763,0.194824,-2.162208,-2.955318,0.956091,-1.209649,1.356838,0.601521,1.485119,2.195556,1.203723,3.688739,0.654017,-13.615455,-10.207327,-11.675091,-11.630928,-9.232952,-11.879065,-7.149644,-10.690281,-9.251395,-9.913533,-11.515256,-9.70558,5.692355,-11.259095,7.537569,-12.513584,9.898862,-12.601718,11.859367,-11.331409,9.903499,-10.636488,7.728052,-10.666448,-7.337308,8.567707,-4.906221,7.051131,-2.260673,6.00343,0.492805,6.180883,3.133492,5.746581,5.739565,6.512324,8.074069,7.888143,6.17273,9.798627,3.592733,10.882542,0.798907,11.24504,-2.124608,11.124335,-4.949299,10.272861,-2.327,8.043572,0.635605,8.108754,3.495942,7.812735,3.599476,8.060582,0.694764,8.30775,-2.314763,8.323952,0,0.5,0.5
397,'2018/04/20 14:18:10:741',4,-20.209461,-5.640381,-19.188105,-0.344049,-17.944118,4.896918,-16.630831,10.017088,-14.787076,14.692189,-11.735827,18.46026,-7.82283,21.349833,-3.350255,23.268103,1.545758,23.506063,6.558083,22.289598,10.695101,19.230238,13.952428,15.267925,16.305096,10.785296,17.652227,6.045963,18.346567,1.258659,18.758478,-3.574396,18.794807,-8.418602,-18.012745,-14.393843,-15.687831,-16.40764,-12.669488,-17.245613,-9.530331,-17.181141,-6.442083,-16.533056,4.545691,-16.88545,7.130806,-17.699369,9.851091,-18.061211,12.583313,-17.786112,14.906997,-16.418404,-0.227184,-11.653606,-0.071082,-8.459037,0.064433,-5.284515,0.185679,-2.117104,-2.969932,0.934629,-1.229675,1.347213,0.578035,1.483312,2.177418,1.195468,3.674854,0.636043,-13.592846,-10.236858,-11.65011,-11.647358,-9.211573,-11.89314,-7.130823,-10.723399,-9.233482,-9.959309,-11.494191,-9.748967,5.685266,-11.281054,7.537734,-12.521228,9.901153,-12.603553,11.865991,-11.345479,9.903108,-10.667646,7.725849,-10.700151,-7.347312,8.572004,-4.9328,7.071934,-2.291808,6.035356,0.462772,6.213537,3.114243,5.785156,5.722766,6.550809,8.051489,7.914973,6.149722,9.840726,3.574035,10.954361,0.761752,11.336671,-2.1731,11.190246,-4.98093,10.297995,-2.402087,8.011522,0.593544,8.066429,3.499028,7.781638,3.617431,8.195815,0.666965,8.491694,-2.384912,8.456598,0,0.5,0.5
398,'2018/04/20 14:18:10:758',4,-20.217497,-5.742248,-19.204617,-0.422926,-17.969526,4.842001,-16.676369,9.991797,-14.859345,14.70451,-11.807611,18.503508,-7.874964,21.409489,-3.3728,23.319117,1.544697,23.55015,6.562502,22.335182,10.714469,19.280783,13.981285,15.310887,16.335781,10.816605,17.665512,6.064265,18.345268,1.270269,18.752747,-3.566049,18.785551,-8.41434,-18.050074,-14.366768,-15.713178,-16.394354,-12.678043,-17.238234,-9.520762,-17.175568,-6.413403,-16.525707,4.560222,-16.880745,7.151539,-17.694489,9.877564,-18.055264,12.615487,-17.782154,14.944217,-16.410343,-0.216329,-11.66242,-0.060592,-8.452724,0.074982,-5.263468,0.196231,-2.081648,-2.957827,0.969008,-1.219401,1.372477,0.584315,1.504788,2.177306,1.222945,3.67164,0.674033,-13.596688,-10.21705,-11.649269,-11.64455,-9.198898,-11.890074,-7.10763,-10.70102,-9.218275,-9.933879,-11.488024,-9.723895,5.667161,-11.253223,7.526724,-12.514065,9.901326,-12.601249,11.873334,-11.326066,9.902561,-10.638797,7.71618,-10.670276,-7.389177,8.564485,-4.951946,7.054221,-2.295035,6.017663,0.469248,6.204321,3.124155,5.765249,5.744213,6.526786,8.090884,7.899992,6.167507,9.810887,3.569135,10.890714,0.764303,11.253937,-2.164262,11.126067,-4.995133,10.271717,-2.381481,8.054993,0.607019,8.130343,3.496686,7.825756,3.597932,8.065382,0.663651,8.314252,-2.37025,8.325283,0,0.5,0.5
399,'2018/04/20 14:18:10:808',4,-20.197884,-5.767128,-19.188351,-0.473886,-17.957106,4.764538,-16.65447,9.892582,-14.815458,14.595795,-11.765776,18.401442,-7.854622,21.328033,-3.381857,23.283052,1.518902,23.55146,6.532274,22.328836,10.680399,19.265114,13.95061,15.290705,16.307735,10.781021,17.646358,6.008862,18.33593,1.19964,18.749681,-3.64538,18.792261,-8.502933,-17.986853,-14.401374,-15.663301,-16.404663,-12.645441,-17.228951,-9.508512,-17.150846,-6.424079,-16.491982,4.582842,-16.836432,7.169838,-17.65933,9.891662,-18.030828,12.62606,-17.76446,14.950406,-16.402964,-0.210178,-11.589867,-0.055747,-8.397015,0.078521,-5.223863,0.198243,-2.058949,-2.975965,0.943817,-1.235582,1.361981,0.571971,1.504789,2.17454,1.214113,3.677512,0.652941,-13.555389,-10.239601,-11.615754,-11.647886,-9.180973,-11.886174,-7.107279,-10.711134,-9.205412,-9.949337,-11.461819,-9.743742,5.709701,-11.255155,7.560664,-12.500059,9.922632,-12.581053,11.883873,-11.320104,9.922881,-10.639626,7.747988,-10.671129,-7.419249,8.540631,-4.988317,7.050532,-2.327451,6.029699,0.44466,6.219112,3.113827,5.785764,5.73903,6.544506,8.082372,7.903461,6.161861,9.849011,3.564226,10.973724,0.731077,11.361853,-2.22309,11.203131,-5.046033,10.292029,-2.463527,7.997735,0.568665,8.066378,3.509472,7.771019,3.630459,8.218128,0.641342,8.525471,-2.450255,8.475007,0,0.5,0.5
400,'2018/04/20 14:18:10:826',4,-20.296045,-5.584071,-19.262964,-0.263049,-18.008846,5.002074,-16.692709,10.142927,-14.846313,14.823914,-11.768003,18.575478,-7.823438,21.440636,-3.31988,23.319384,1.59203,23.527143,6.604268,22.306826,10.735183,19.238605,13.97466,15.261031,16.31135,10.778177,17.640572,6.048537,18.320707,1.273346,18.722687,-3.550346,18.74404,-8.383913,-18.08518,-14.389712,-15.750783,-16.409534,-12.725969,-17.251795,-9.580921,-17.193153,-6.484862,-16.549299,4.566455,-16.896568,7.14036,-17.701572,9.848209,-18.057203,12.568635,-17.784096,14.884605,-16.418665,-0.21401,-11.635962,-0.051018,-8.443034,0.090614,-5.269892,0.217617,-2.102729,-2.93087,0.963392,-1.189329,1.36408,0.617368,1.49328,2.203995,1.211155,3.689276,0.661629,-13.633815,-10.233829,-11.69007,-11.647758,-9.250928,-11.899247,-7.166177,-10.72362,-9.270229,-9.95877,-11.532311,-9.750197,5.682603,-11.285402,7.531566,-12.524799,9.889224,-12.607718,11.849729,-11.347044,9.889961,-10.672539,7.71733,-10.704592,-7.319311,8.546176,-4.889795,7.03757,-2.245026,6.002201,0.503037,6.184863,3.135093,5.747849,5.736315,6.502544,8.065238,7.871314,6.172912,9.790506,3.597669,10.880542,0.808767,11.245834,-2.113726,11.12033,-4.935531,10.260015,-2.31282,8.041921,0.645302,8.114925,3.497132,7.813667,3.60029,8.046722,0.702988,8.295335,-2.301967,8.306693,0,0.5,0.5
401,'2018/04/20 14:18:10:871',4,-20.240616,-5.723022,-19.22806,-0.427543,-17.992861,4.813224,-16.681873,9.936319,-14.830189,14.620738,-11.774208,18.405355,-7.86323,21.317688,-3.392795,23.264015,1.507731,23.527842,6.521611,22.315828,10.665556,19.259352,13.927752,15.291867,16.281013,10.796364,17.627741,6.04208,18.324934,1.243264,18.742065,-3.597175,18.783825,-8.449248,-17.974604,-14.383679,-15.647632,-16.403511,-12.62312,-17.246901,-9.475049,-17.183243,-6.378429,-16.532873,4.552354,-16.854582,7.143981,-17.664185,9.869482,-18.018234,12.603441,-17.735075,14.925307,-16.362793,-0.190252,-11.640894,-0.031845,-8.436045,0.105819,-5.251155,0.228272,-2.073802,-2.965612,0.94797,-1.217811,1.370115,0.598461,1.513305,2.204049,1.224298,3.707647,0.661086,-13.577618,-10.263562,-11.618075,-11.679067,-9.162559,-11.917787,-7.07116,-10.733987,-9.19116,-9.979837,-11.466131,-9.772481,5.678546,-11.25914,7.546022,-12.509568,9.926244,-12.590882,11.903663,-11.322237,9.925379,-10.647419,7.733984,-10.682396,-7.387062,8.539108,-4.964111,7.046467,-2.308827,6.025725,0.456601,6.213374,3.114608,5.789203,5.725977,6.554385,8.049469,7.9239,6.140754,9.856242,3.557241,10.974194,0.735372,11.354787,-2.211162,11.194713,-5.02205,10.28204,-2.462701,7.986156,0.577325,8.049365,3.520246,7.766526,3.640698,8.22726,0.650257,8.531243,-2.448036,8.477069,0,0.5,0.5
402,'2018/04/20 14:18:10:890',4,-20.302414,-6.053478,-19.30723,-0.724438,-18.084936,4.550776,-16.78779,9.730463,-14.951748,14.508058,-11.883757,18.384977,-7.939581,21.362295,-3.426013,23.342108,1.506722,23.643381,6.517309,22.401085,10.669755,19.318167,13.933532,15.304661,16.285276,10.753117,17.619576,5.948998,18.306589,1.133379,18.720087,-3.702085,18.755548,-8.550927,-18.009808,-14.381939,-15.674176,-16.388046,-12.638747,-17.212496,-9.480764,-17.127104,-6.373692,-16.459415,4.59029,-16.767344,7.180402,-17.584436,9.90139,-17.952063,12.630042,-17.68392,14.940399,-16.319942,-0.171159,-11.587548,-0.009682,-8.383484,0.13142,-5.198212,0.257579,-2.022802,-2.957032,0.989113,-1.199706,1.417907,0.62518,1.568733,2.232466,1.271503,3.736353,0.699355,-13.607079,-10.230045,-11.662368,-11.641273,-9.219237,-11.885323,-7.132815,-10.716902,-9.237265,-9.947767,-11.502558,-9.740306,5.708781,-11.229185,7.572894,-12.461346,9.938686,-12.537964,11.899509,-11.270929,9.930533,-10.596097,7.749322,-10.636003,-7.312423,8.578712,-4.911016,7.061739,-2.267199,6.025151,0.496619,6.234311,3.140653,5.785687,5.735522,6.561861,8.031072,7.959827,6.129711,9.865592,3.556249,10.942126,0.778472,11.311497,-2.130885,11.160088,-4.937725,10.291471,-2.328,8.06695,0.62892,8.169851,3.473336,7.85389,3.567981,8.096181,0.684387,8.362834,-2.310709,8.336967,0,0.5,0.5
403,'2018/04/20 14:18:10:938',4,-20.287903,-6.230988,-19.319304,-0.898709,-18.122366,4.382289,-16.839996,9.569693,-15.012914,14.36831,-11.959144,18.285854,-8.018347,21.300825,-3.497559,23.317259,1.454863,23.645338,6.469066,22.41111,10.631649,19.339457,13.911558,15.337936,16.268459,10.780597,17.602547,5.958224,18.291319,1.116622,18.707958,-3.745383,18.753008,-8.621675,-17.897995,-14.36959,-15.579407,-16.360664,-12.566828,-17.181498,-9.431475,-17.097542,-6.348411,-16.43515,4.644827,-16.748404,7.226603,-17.560219,9.938155,-17.921236,12.654597,-17.642818,14.950942,-16.276392,-0.164784,-11.569233,-0.005481,-8.365182,0.134634,-5.179826,0.260098,-2.004865,-2.954543,0.986117,-1.20888,1.417264,0.604308,1.573326,2.207616,1.275685,3.71016,0.705575,-13.562667,-10.227631,-11.610141,-11.627884,-9.164759,-11.866061,-7.079367,-10.706671,-9.187956,-9.943592,-11.456543,-9.737437,5.714777,-11.20828,7.587208,-12.436511,9.959568,-12.511037,11.930074,-11.253832,9.954567,-10.579611,7.764946,-10.61901,-7.303714,8.568373,-4.910182,7.072309,-2.272796,6.049105,0.486557,6.256713,3.127128,5.815788,5.714209,6.587544,8.00176,7.967937,6.103203,9.877272,3.543536,10.977323,0.756585,11.361309,-2.160327,11.191284,-4.949118,10.291975,-2.401781,8.016803,0.606612,8.10542,3.503617,7.800089,3.614766,8.219202,0.672961,8.532446,-2.385082,8.463633,0,0.5,0.5
404,'2018/04/20 14:18:10:954',4,-20.286577,-6.219108,-19.313557,-0.885159,-18.11005,4.396952,-16.827692,9.588301,-15.006109,14.395242,-11.948738,18.317818,-7.999313,21.33292,-3.467445,23.337435,1.488931,23.652672,6.503115,22.414698,10.668932,19.342228,13.946601,15.331687,16.296919,10.765599,17.613813,5.935791,18.289383,1.091592,18.700438,-3.770425,18.73897,-8.646291,-17.949364,-14.375492,-15.612192,-16.369598,-12.580657,-17.186337,-9.42841,-17.098953,-6.328987,-16.430622,4.610652,-16.762867,7.208481,-17.582138,9.93634,-17.948317,12.669456,-17.67094,14.979032,-16.296051,-0.18327,-11.590738,-0.019766,-8.375256,0.124621,-5.179018,0.254282,-1.993657,-2.967951,1.011407,-1.215629,1.436748,0.602979,1.58688,2.210482,1.290446,3.717545,0.721695,-13.589459,-10.204082,-11.634301,-11.604051,-9.187789,-11.846403,-7.093091,-10.696274,-9.205688,-9.938248,-11.476558,-9.727664,5.685194,-11.209788,7.565255,-12.434391,9.939249,-12.511439,11.915055,-11.258831,9.93251,-10.592885,7.74004,-10.631904,-7.296111,8.613253,-4.904257,7.095566,-2.268169,6.057423,0.491778,6.268126,3.131199,5.815808,5.721673,6.593565,8.014457,7.988625,6.105696,9.879703,3.537215,10.948252,0.767661,11.318085,-2.130897,11.168546,-4.927541,10.309916,-2.361551,8.094081,0.620814,8.191581,3.489342,7.872497,3.580104,8.116996,0.673085,8.389121,-2.345351,8.365189,0,0.5,0.5
405,'2018/04/20 14:18:11:004',4,-20.345221,-6.3233,-19.392668,-0.967279,-18.215712,4.340137,-16.950968,9.55153,-15.133924,14.370205,-12.067752,18.29929,-8.095293,21.305876,-3.539845,23.304623,1.440715,23.621387,6.456789,22.393793,10.623981,19.330549,13.90954,15.337956,16.257927,10.780173,17.574574,5.954013,18.248535,1.103887,18.654062,-3.770294,18.691015,-8.658264,-17.875189,-14.367407,-15.531456,-16.361448,-12.498397,-17.179094,-9.34588,-17.089338,-6.249259,-16.41573,4.619158,-16.713583,7.205558,-17.534367,9.924839,-17.89934,12.651038,-17.621939,14.95809,-16.249626,-0.143053,-11.574404,0.019336,-8.363475,0.162829,-5.171929,0.291431,-1.990871,-2.93372,0.97422,-1.190147,1.402603,0.620575,1.556755,2.215938,1.2641,3.711382,0.699294,-13.538646,-10.223636,-11.576211,-11.609402,-9.130857,-11.844316,-7.043025,-10.692733,-9.158429,-9.946942,-11.42848,-9.743787,5.711041,-11.185405,7.588112,-12.402724,9.95757,-12.478173,11.932055,-11.233673,9.952916,-10.571035,7.763447,-10.611067,-7.322246,8.569001,-4.908774,7.073949,-2.258256,6.051061,0.51178,6.254065,3.152238,5.817277,5.741013,6.586911,8.033159,7.965859,6.133338,9.87905,3.571152,10.982833,0.778397,11.36501,-2.153931,11.198688,-4.956354,10.297925,-2.412,8.018397,0.630635,8.098828,3.548666,7.797881,3.660803,8.228382,0.695088,8.540341,-2.398422,8.477791,0,0.5,0.5
406,'2018/04/20 14:18:11:040',4,-20.281891,-6.33161,-19.329811,-0.983297,-18.146749,4.31456,-16.880901,9.52552,-15.071883,14.359615,-12.014115,18.308554,-8.052837,21.339128,-3.503137,23.348289,1.469032,23.67168,6.484112,22.431271,10.65819,19.363493,13.947806,15.356686,16.305367,10.78542,17.622879,5.945568,18.297375,1.094449,18.705006,-3.771956,18.741823,-8.652787,-17.914309,-14.363071,-15.591958,-16.364149,-12.569171,-17.187172,-9.422368,-17.101355,-6.32803,-16.433619,4.646992,-16.752485,7.238371,-17.571672,9.960184,-17.936707,12.686161,-17.657316,14.985346,-16.279282,-0.170287,-11.554517,-0.014101,-8.347898,0.123732,-5.160224,0.247536,-1.983898,-2.964432,1.006591,-1.219886,1.42656,0.589136,1.577589,2.191444,1.284915,3.697134,0.725503,-13.566185,-10.187561,-11.605309,-11.610365,-9.140408,-11.845581,-7.04137,-10.661616,-9.16214,-9.88772,-11.446199,-9.68105,5.692027,-11.164144,7.575511,-12.419995,9.967526,-12.500451,11.950496,-11.22193,9.962955,-10.528312,7.756872,-10.565351,-7.308764,8.593127,-4.920288,7.068324,-2.282313,6.02634,0.482972,6.238242,3.128105,5.788061,5.719957,6.574053,8.009677,7.980754,6.100857,9.875625,3.532092,10.949438,0.758967,11.321747,-2.144576,11.16733,-4.942845,10.299789,-2.384889,8.059691,0.610596,8.158304,3.493143,7.839077,3.588657,8.124833,0.666424,8.403806,-2.368378,8.372145,0,0.5,0.5
407,'2018/04/20 14:18:11:087',4,-20.287214,-6.271864,-19.328814,-0.93937,-18.145613,4.343408,-16.877815,9.533751,-15.060592,14.33961,-12.002976,18.261309,-8.049669,21.270287,-3.51845,23.281044,1.439293,23.608959,6.454557,22.389223,10.630164,19.336046,13.924459,15.347444,16.279968,10.788103,17.595289,5.955595,18.268452,1.104324,18.676579,-3.767087,18.717545,-8.651987,-17.899801,-14.36997,-15.589555,-16.363483,-12.585192,-17.189318,-9.456634,-17.109404,-6.380143,-16.450771,4.682727,-16.7584,7.264278,-17.56698,9.974671,-17.922089,12.687791,-17.633385,14.977587,-16.257458,-0.154524,-11.5173,0.007798,-8.319586,0.150852,-5.140491,0.278998,-1.971791,-2.94884,0.980977,-1.201573,1.406948,0.611152,1.561792,2.213574,1.266397,3.718675,0.701962,-13.54315,-10.209392,-11.595625,-11.586851,-9.168158,-11.823068,-7.092399,-10.686655,-9.191392,-9.937888,-11.446572,-9.734624,5.745429,-11.184378,7.613828,-12.388114,9.968616,-12.458309,11.930553,-11.222189,9.961418,-10.566828,7.78482,-10.60659,-7.349186,8.55431,-4.93518,7.059031,-2.280566,6.040047,0.492452,6.249358,3.143251,5.808494,5.743901,6.577744,8.048294,7.956123,6.135929,9.879302,3.558601,10.985456,0.756598,11.368718,-2.177263,11.198318,-4.982841,10.292204,-2.43421,8.015709,0.609792,8.105304,3.537853,7.797457,3.649891,8.227067,0.674273,8.539986,-2.421029,8.472746,0,0.5,0.5
408,'2018/04/20 14:18:11:105',4,-20.300598,-6.202022,-19.317596,-0.844489,-18.110308,4.462607,-16.836428,9.668344,-15.030254,14.465919,-11.973654,18.360256,-8.017246,21.341103,-3.480629,23.311876,1.476056,23.600632,6.503294,22.374956,10.674479,19.303673,13.950797,15.295597,16.298147,10.742,17.615614,5.934566,18.29031,1.105783,18.698223,-3.75019,18.730473,-8.618822,-18.000574,-14.366012,-15.654831,-16.369669,-12.618615,-17.194002,-9.462703,-17.109917,-6.359123,-16.442858,4.625791,-16.743877,7.20755,-17.555923,9.921309,-17.91865,12.645021,-17.650806,14.959277,-16.291695,-0.153173,-11.580336,0.00753,-8.360488,0.147851,-5.160014,0.273009,-1.968925,-2.932803,1.019315,-1.183234,1.440847,0.632423,1.588899,2.228387,1.299174,3.724447,0.737896,-13.613685,-10.226297,-11.647712,-11.596603,-9.210187,-11.840817,-7.115096,-10.711141,-9.233408,-9.979022,-11.501333,-9.773205,5.715866,-11.212352,7.59525,-12.405309,9.955116,-12.478934,11.929619,-11.252254,9.94797,-10.613649,7.764298,-10.654967,-7.308742,8.572467,-4.898255,7.063003,-2.253705,6.035894,0.50264,6.244224,3.134955,5.800942,5.724148,6.570806,8.020023,7.964938,6.123475,9.873481,3.555759,10.955003,0.778786,11.320154,-2.13258,11.169293,-4.936737,10.292149,-2.366348,8.076765,0.632919,8.172035,3.514918,7.861145,3.612301,8.112421,0.688172,8.378053,-2.351768,8.3566,0,0.5,0.5
